Business_Name,Address_Line_1,Address_Line_2,Address_Line_3,Address_Line_4,Town,County,Post_Code,UPRN,Zone Description,Blocked,Car Free,Standard Residential,Standard Visitor,Essential Visitor,Resident Barnstaple K1,Standard Business,Charity Business,Guesthouse
,19 East John Walk,,,,Exeter,,EX1 2EW,100040211256,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,32 East John Walk,,,,Exeter,,EX1 2EP,100040211273,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,50 East John Walk,,,,Exeter,,EX1 2EP,100040211290,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,10 East John Walk,,,,Exeter,,EX1 2EW,100040211247,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,22 East John Walk,,,,Exeter,,EX1 2EW,100040211261,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,31 East John Walk,,,,Exeter,,EX1 2EP,100040211272,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,45 East John Walk,,,,Exeter,,EX1 2EP,100040211286,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,6 East John Walk,,,,Exeter,,EX1 2EW,100040211241,Exeter C,Yes,-,No,No,No,No,No,No,No
,20 East John Walk,,,,Exeter,,EX1 2EW,100040211258,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,34 East John Walk,,,,Exeter,,EX1 2EP,100040211275,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,24a East John Walk,,,,Exeter,,EX1 2EW,100040211263,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,29 East John Walk,,,,Exeter,,EX1 2EP,100040211270,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,36 East John Walk,,,,Exeter,,EX1 2EP,100040211277,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,3 Parr Close,,,,Exeter,,EX1 2BG,100040227763,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,56 Parr Street,,,,Exeter,,EX1 2BD,100040227799,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,4 Lethbridge Cottages,Parr Street,,,Exeter,,EX1 2BQ,100040227806,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,5 Lower Summerlands,,,,Exeter,,EX1 2LJ,100040222245,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,2 St Matthews Court,Lower Summerlands,,,Exeter,,EX1 2NR,10013045162,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,23 Albert Street,,,,Exeter,,EX1 2BH,100040200144,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,1 Albert Street,,,,Exeter,,EX1 2BH,100040200120,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,2a Albert Street,,,,Exeter,,EX1 2BH,100040200121,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,8 Albert Street,,,,Exeter,,EX1 2BH,100040200134,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,9a Albert Street,,,,Exeter,,EX1 2BH,100040200135,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7 Albert Street,,,,Exeter,,EX1 2BH,100040200132,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,19 Albert Street,,,,Exeter,,EX1 2BH,100040200141,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,9 Albert Street,,,,Exeter,,EX1 2BH,100040200136,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,10a Albert Street,,,,Exeter,,EX1 2BH,100040200137,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,8a Albert Street,,,,Exeter,,EX1 2BH,100040200133,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,18 Albert Street,,,,Exeter,,EX1 2BH,100040200140,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,10 Albert Street,,,,Exeter,,EX1 2BH,100040200138,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,5 Albert Street,,,,Exeter,,EX1 2BH,100040200128,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,24 Albert Street,,,,Exeter,,EX1 2BH,100040200145,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,5a Albert Street,,,,Exeter,,EX1 2BH,100040200127,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,6a Albert Street,,,,Exeter,,EX1 2BH,100040200129,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,6 Albert Street,,,,Exeter,,EX1 2BH,100040200130,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,17 Albert Street,,,,Exeter,,EX1 2BH,100040200139,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,3a Albert Street,,,,Exeter,,EX1 2BH,100040200123,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,4a Albert Street,,,,Exeter,,EX1 2BH,100040200125,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,6b East John Walk,,,,Exeter,,EX1 2EW,100040211238,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,9 East John Walk,,,,Exeter,,EX1 2EW,100040211245,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,15 East John Walk,,,,Exeter,,EX1 2EW,100040211252,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,47 East John Walk,,,,Exeter,,EX1 2EP,100040211288,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,2 Albert Street,,,,Exeter,,EX1 2BH,100040200122,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,4 Albert Street,,,,Exeter,,EX1 2BH,100040200126,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,21 Albert Street,,,,Exeter,,EX1 2BH,100040200143,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,3 Albert Street,,,,Exeter,,EX1 2BH,100040200124,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7a Albert Street,,,,Exeter,,EX1 2BH,100040200131,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,20 Albert Street,,,,Exeter,,EX1 2BH,100040200142,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,16 Portland Street,,,,Exeter,,EX1 2EQ,100040229298,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,25 Portland Street,,,,Exeter,,EX1 2EG,100040229307,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,53 Portland Street,,,,Exeter,,EX1 2EG,100040229337,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,58 Portland Street,,,,Exeter,,EX1 2EQ,100040229342,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,62 Portland Street,,,,Exeter,,EX1 2EQ,100040229346,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,87 Portland Street,,,,Exeter,,EX1 2EG,100040229367,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,92 Portland Street,,,,Exeter,,EX1 2EQ,100040229371,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,97 Portland Street,,,,Exeter,,EX1 2EG,100040229376,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,38 Portland Street,,,,Exeter,,EX1 2EQ,100041124372,Exeter C,Yes,-,No,No,No,No,No,No,No
,1 Sandford Walk,,,,Exeter,,EX1 2ES,100040232884,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7b Sandford Walk,,,,Exeter,,EX1 2ES,100040232891,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,32 Sandford Walk,,,,Exeter,,EX1 2ES,100040232918,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,39 Sandford Walk,,,,Exeter,,EX1 2ET,100040232925,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,41 Sandford Walk,,,,Exeter,,EX1 2ET,100040232927,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,12 Sandford Walk,,,,Exeter,,EX1 2ER,100040232898,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,25 Sandford Walk,,,,Exeter,,EX1 2ES,100040232911,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,42 Sandford Walk,,,,Exeter,,EX1 2ES,100040232928,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,70 Sandford Walk,,,,Exeter,,EX1 2ET,100040232945,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,1a Sandford Walk,,,,Exeter,,EX1 2ES,100041124468,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,18 Sandford Walk,,,,Exeter,,EX1 2ER,100040232904,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,19 Sandford Walk,,,,Exeter,,EX1 2ES,100040232905,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,9 Sandford Walk,,,,Exeter,,EX1 2ES,100040232895,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,28 Sandford Walk,,,,Exeter,,EX1 2ER,100040232914,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,43 Sandford Walk,,,,Exeter,,EX1 2ET,100040232929,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,45 Sandford Walk,,,,Exeter,,EX1 2ET,100040232931,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,8a Sandford Walk,,,,Exeter,,EX1 2ER,100040232893,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,30 Sandford Walk,,,,Exeter,,EX1 2ER,100040232916,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,78 Sandford Walk,,,,Exeter,,EX1 2ET,100040232950,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,13 Portland Street,,,,Exeter,,EX1 2EG,100040229295,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,26 Portland Street,,,,Exeter,,EX1 2EQ,100040229308,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,28 Portland Street,,,,Exeter,,EX1 2EQ,100040229310,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,45 Portland Street,,,,Exeter,,EX1 2EG,100040229330,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,30 Portland Street,,,,Exeter,,EX1 2EQ,100040229312,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,32 Portland Street,,,,Exeter,,EX1 2EQ,100040229314,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,40 Portland Street,,,,Exeter,,EX1 2EQ,100040229324,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,3 Portland Street,,,,Exeter,,EX1 2EG,100040229286,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,37 Portland Street,,,,Exeter,,EX1 2EG,100040229319,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,54 Portland Street,,,,Exeter,,EX1 2EQ,100040229338,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,12 Portland Street,,,,Exeter,,EX1 2EQ,100040229294,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,29 Portland Street,,,,Exeter,,EX1 2EG,100040229311,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,49 Portland Street,,,,Exeter,,EX1 2EG,100040229333,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,66 Portland Street,,,,Exeter,,EX1 2EQ,100040229350,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,3a Sandford Walk,,,,Exeter,,EX1 2ES,100040232885,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,13 Sandford Walk,,,,Exeter,,EX1 2ES,100040232899,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,24 Sandford Walk,,,,Exeter,,EX1 2ER,100040232910,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,38 Sandford Walk,,,,Exeter,,EX1 2ES,100040232924,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,78a Sandford Walk,,,,Exeter,,EX1 2ET,100040232949,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,8 Portland Street,,,,Exeter,,EX1 2EQ,100040229290,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,33 Portland Street,,,,Exeter,,EX1 2EG,100040229315,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,50 Portland Street,,,,Exeter,,EX1 2EQ,100040229334,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,61 Portland Street,,,,Exeter,,EX1 2EG,100040229345,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,14 Portland Street,,,,Exeter,,EX1 2EQ,100040229296,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,23 Portland Street,,,,Exeter,,EX1 2EG,100040229305,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,51 Portland Street,,,,Exeter,,EX1 2EG,100040229335,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,60 Portland Street,,,,Exeter,,EX1 2EQ,100040229344,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,90 Portland Street,,,,Exeter,,EX1 2EQ,100040229369,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,99 Portland Street,,,,Exeter,,EX1 2EG,100040229378,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,9 Portland Street,,,,Exeter,,EX1 2EG,100040229291,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,11 Portland Street,,,,Exeter,,EX1 2EG,100040229293,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,48 Portland Street,,,,Exeter,,EX1 2EQ,100040229332,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,63 Portland Street,,,,Exeter,,EX1 2EG,100040229347,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,101 Portland Street,,,,Exeter,,EX1 2EG,100040229381,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,103 Portland Street,,,,Exeter,,EX1 2EG,100040229383,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,15 Portland Street,,,,Exeter,,EX1 2EG,100040229297,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,22 Portland Street,,,,Exeter,,EX1 2EQ,100040229304,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,41 Portland Street,,,,Exeter,,EX1 2EG,100040229325,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,68 Portland Street,,,,Exeter,,EX1 2EQ,100040229352,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,91 Portland Street,,,,Exeter,,EX1 2EG,100040229370,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,98 Portland Street,,,,Exeter,,EX1 2EQ,100040229377,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,116 Portland Street,,,,Exeter,,EX1 2EQ,100040229395,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,69 Portland Street,,,,Exeter,,EX1 2EG,100040229353,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,76 Portland Street,,,,Exeter,,EX1 2EQ,100040229360,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,78 Portland Street,,,,Exeter,,EX1 2EQ,100040229362,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,10 Sandford Walk,,,,Exeter,,EX1 2ER,100040232896,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,27 Sandford Walk,,,,Exeter,,EX1 2ES,100040232913,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,44 Sandford Walk,,,,Exeter,,EX1 2ES,100040232930,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,74 Sandford Walk,,,,Exeter,,EX1 2ET,100040232947,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,Newtown Primary School,Clifton Road,,,Exeter,,EX1 2BP,10013043877,Exeter C,-,-,No,No,No,No,No,No,No
,20 Portland Street,,,,Exeter,,EX1 2EQ,100040229302,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,21 Portland Street,,,,Exeter,,EX1 2EG,100040229303,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,35 Portland Street,,,,Exeter,,EX1 2EG,100040229317,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,73 Portland Street,,,,Exeter,,EX1 2EG,100040229357,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,74 Portland Street,,,,Exeter,,EX1 2EQ,100040229358,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,93 Portland Street,,,,Exeter,,EX1 2EG,100040229372,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,75 Portland Street,,,,Exeter,,EX1 2EG,100040229359,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,104 Portland Street,,,,Exeter,,EX1 2EQ,100040229384,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 1,43 Portland Street,,,Exeter,,EX1 2EG,10013042939,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,5 Portland Street,,,,Exeter,,EX1 2EG,100040229287,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7 Portland Street,,,,Exeter,,EX1 2EG,100040229289,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,34 Portland Street,,,,Exeter,,EX1 2EQ,100040229316,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,42 Portland Street,,,,Exeter,,EX1 2EQ,100040229326,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,67 Portland Street,,,,Exeter,,EX1 2EG,100040229351,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,105 Portland Street,,,,Exeter,,EX1 2EG,100040229385,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,107 Portland Street,,,,Exeter,,EX1 2EG,100040229387,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,114 Portland Street,,,,Exeter,,EX1 2EQ,100040229394,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,65 Portland Street,,,,Exeter,,EX1 2EG,100040229349,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,80 Portland Street,,,,Exeter,,EX1 2EQ,100040229364,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,85 Portland Street,,,,Exeter,,EX1 2EG,100040229366,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,Flat Ground Floor,38 Portland Street,,,Exeter,,EX1 2EQ,10013047497,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,First Floor Flat,38 Portland Street,,,Exeter,,EX1 2EQ,10013047568,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,10 Portland Street,,,,Exeter,,EX1 2EQ,100040229292,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,27 Portland Street,,,,Exeter,,EX1 2EG,100040229309,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,47 Portland Street,,,,Exeter,,EX1 2EG,100040229331,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,57 Portland Street,,,,Exeter,,EX1 2EG,100040229341,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,71 Portland Street,,,,Exeter,,EX1 2EG,100040229355,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,108 Portland Street,,,,Exeter,,EX1 2EQ,100040229388,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,112 Portland Street,,,,Exeter,,EX1 2EQ,100040229392,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,Flat 2,43 Portland Street,,,Exeter,,EX1 2EG,10013042940,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,79 Portland Street,,,,Exeter,,EX1 2EG,100040229363,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,101a Portland Street,,,,Exeter,,EX1 2EG,100040229380,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,64 Portland Street,,,,Exeter,,EX1 2EQ,100040229348,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,82 Portland Street,,,,Exeter,,EX1 2EQ,100040229365,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,102 Portland Street,,,,Exeter,,EX1 2EQ,100040229382,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,1 Portland Street,,,,Exeter,,EX1 2EG,100040229285,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,39 Portland Street,,,,Exeter,,EX1 2EG,100040229323,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,55 Portland Street,,,,Exeter,,EX1 2EG,100040229339,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,56 Portland Street,,,,Exeter,,EX1 2EQ,100040229340,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,96 Portland Street,,,,Exeter,,EX1 2EQ,100040229375,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,109 Portland Street,,,,Exeter,,EX1 2EG,100040229389,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,110 Portland Street,,,,Exeter,,EX1 2EQ,100040229390,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,5 Sandford Walk,,,,Exeter,,EX1 2ES,100040232889,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,17 Sandford Walk,,,,Exeter,,EX1 2ES,100040232903,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,20 Sandford Walk,,,,Exeter,,EX1 2ER,100040232906,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,34 Sandford Walk,,,,Exeter,,EX1 2ES,100040232920,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,3 Sandford Walk,,,,Exeter,,EX1 2ES,100040232886,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,5a Sandford Walk,,,,Exeter,,EX1 2ES,100040232887,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,36 Sandford Walk,,,,Exeter,,EX1 2ES,100040232922,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,37 Sandford Walk,,,,Exeter,,EX1 2ET,100040232923,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,50 Sandford Walk,,,,Exeter,,EX1 2ES,100040232936,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,51 Sandford Walk,,,,Exeter,,EX1 2ET,100040232937,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,14 Sandford Walk,,,,Exeter,,EX1 2ER,100040232900,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,23 Sandford Walk,,,,Exeter,,EX1 2ES,100040232909,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,48 Sandford Walk,,,,Exeter,,EX1 2ES,100040232934,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,66 Sandford Walk,,,,Exeter,,EX1 2ET,100040232943,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,16 Sandford Walk,,,,Exeter,,EX1 2ER,100040232902,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,21 Sandford Walk,,,,Exeter,,EX1 2ES,100040232907,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7 Sandford Walk,,,,Exeter,,EX1 2ES,100040232892,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,31 Sandford Walk,,,,Exeter,,EX1 2ET,100040232917,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,49 Sandford Walk,,,,Exeter,,EX1 2ET,100040232935,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,64 Sandford Walk,,,,Exeter,,EX1 2ET,100040232942,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,46 Sandford Walk,,,,Exeter,,EX1 2ES,100040232932,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,62 Sandford Walk,,,,Exeter,,EX1 2ES,100040232941,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,11 Sandford Walk,,,,Exeter,,EX1 2ES,100040232897,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,26 Sandford Walk,,,,Exeter,,EX1 2ER,100040232912,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,72 Sandford Walk,,,,Exeter,,EX1 2ET,100040232946,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,76 Sandford Walk,,,,Exeter,,EX1 2ET,100040232948,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,6 Portland Street,,,,Exeter,,EX1 2EQ,100040229288,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,44 Portland Street,,,,Exeter,,EX1 2EQ,100040229329,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,52 Portland Street,,,,Exeter,,EX1 2EQ,100040229336,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,59 Portland Street,,,,Exeter,,EX1 2EG,100040229343,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,100 Portland Street,,,,Exeter,,EX1 2EQ,100040229379,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,106 Portland Street,,,,Exeter,,EX1 2EQ,100040229386,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,113 Portland Street,,,,Exeter,,EX1 2EG,100040229393,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,17 Portland Street,,,,Exeter,,EX1 2EG,100040229299,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,24 Portland Street,,,,Exeter,,EX1 2EQ,100040229306,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,31 Portland Street,,,,Exeter,,EX1 2EG,100040229313,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,70 Portland Street,,,,Exeter,,EX1 2EQ,100040229354,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,77 Portland Street,,,,Exeter,,EX1 2EG,100040229361,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,89 Portland Street,,,,Exeter,,EX1 2EG,100040229368,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,Second Floor Flat,38 Portland Street,,,Exeter,,EX1 2EQ,10013047516,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,7a Sandford Walk,,,,Exeter,,EX1 2ES,100040232890,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,33 Sandford Walk,,,,Exeter,,EX1 2ET,100040232919,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,40 Sandford Walk,,,,Exeter,,EX1 2ES,100040232926,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,47 Sandford Walk,,,,Exeter,,EX1 2ET,100040232933,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,56 Sandford Walk,,,,Exeter,,EX1 2ES,100040232940,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,8 Sandford Walk,,,,Exeter,,EX1 2ER,100040232894,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,15 Sandford Walk,,,,Exeter,,EX1 2ES,100040232901,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,22 Sandford Walk,,,,Exeter,,EX1 2ER,100040232908,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,29 Sandford Walk,,,,Exeter,,EX1 2ES,100040232915,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,68 Sandford Walk,,,,Exeter,,EX1 2ET,100040232944,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,80 Sandford Walk,,,,Exeter,,EX1 2ET,100040232951,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,18 Portland Street,,,,Exeter,,EX1 2EQ,100040229300,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,19 Portland Street,,,,Exeter,,EX1 2EG,100040229301,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,36 Portland Street,,,,Exeter,,EX1 2EQ,100040229318,Exeter C,-,-,Yes,Yes,Yes,No,No,No,No
,72 Portland Street,,,,Exeter,,EX1 2EQ,100040229356,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,94 Portland Street,,,,Exeter,,EX1 2EQ,100040229373,Exeter C,-,-,Yes,Yes,No,No,No,No,No
,95 Portland Street,,,,Exeter,,EX1 2EG,100040229374,Exeter C,-,-,Yes,Yes,No,No,No,No,No
